height_m,wet_radius_micron,concentration_m3
2.0,1610970.7559230002,6.290101130658572e-06
2.0,1659961.275389331,6.481401893490698e-06
2.0,1710441.6238849948,6.678531340044682e-06
2.0,1762457.1079419663,6.881666797150612e-06
2.0,1816054.411889134,7.090990958035461e-06
2.0,1871281.6397518737,7.3066920473942e-06
2.0,1928188.3584258116,7.528963991421036e-06
2.0,1986825.6421635232,7.758006592945309e-06
2.0,2047246.118414098,7.994025711823636e-06
2.0,2109504.0150567163,8.237233450744299e-06
2.0,2173655.2090706187,8.487848346606934e-06
2.0,2239757.2766851573,8.746095567645535e-06
2.0,2307869.54505494,9.012207116469296e-06
2.0,2378053.145506448,9.286422039201725e-06
2.0,2450371.068403909,9.568986640903955e-06
2.0,2524888.219683663,9.860154707475308e-06
2.0,2601671.479107792,1.0160187734229666e-05
2.0,2680789.7602892546,1.0469355161352413e-05
2.0,2762314.072542424,1.0787934616450567e-05
2.0,2846317.5846145423,1.1116212164412813e-05
2.0,2932875.690355279,1.1454482564806385e-05
2.0,3022066.076383333,1.180304953704086e-05
2.0,3113968.7918108194,1.2162226033539343e-05
2.0,3208666.320088015,1.2532334521162713e-05
2.0,3306243.6530329376,1.2913707271140785e-05
2.0,3406788.3671122077,1.3306686657772337e-05
2.0,3510390.7020416544,1.371162546616307e-05
2.0,3617143.641777213,1.4128887209278818e-05
2.0,3727142.997968799,1.4558846454601027e-05
2.0,3840487.495952048,1.5001889160677586e-05
2.0,3957278.863355138,1.5458413023873376e-05
2.0,4077621.9214001764,1.5928827835632927e-05
2.0,4201624.67898111,1.6413555850576566e-05
2.0,4329398.429602611,1.6913032165762667e-05
2.0,4461057.851266925,1.742770511145645e-05
2.0,4596721.109398328,1.7958036653757632e-05
2.0,4736509.962897564,1.8504502809450333e-05
2.0,4880549.873421483,1.9067594073446583e-05
2.0,5028970.117985923,1.964781585921001e-05
2.0,5181903.904992893,2.0245688952555155e-05
2.0,5339488.493786224,2.0861749979230197e-05
2.0,5501865.317842974,2.1496551886704267e-05
